"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
2021-03-06,"Education","Post-Secondary School",3
2021-03-06,"Education","Secondary School",12
2021-03-06,"Other/Unknown","Other",9
2021-03-06,"Other/Unknown","Unknown",8
2021-03-06,"Recreational","Bar/restaurant/nightclub",15
2021-03-06,"Recreational","Other recreation",16
2021-03-06,"Recreational","Personal service settings",2
2021-03-06,"Recreational","Recreational fitness",2
2021-03-06,"Workplace","Medical/Health Service",8
2021-03-06,"Workplace","Retail",14
2021-03-06,"Workplace","Farm",16
2021-03-06,"Workplace","Food Processing",6
2021-03-06,"Workplace","Workplace (Other)",97
2021-03-07,"Congregate Care","Hospitals",20
2021-03-07,"Congregate Care","Long-Term Care Homes",78
2021-03-07,"Congregate Care","Retirement Homes",58
2021-03-07,"Congregate Living","Congregate other",4
2021-03-07,"Congregate Living","Correctional Facility",11
2021-03-07,"Congregate Living","Group Home/Supportive Housing",39
2021-03-07,"Congregate Living","Shelter",32
2021-03-07,"Congregate Living","Short-term accommodations",2
2021-03-07,"Education","Child care",28
2021-03-07,"Education","Elementary School",59
2021-03-07,"Education","Elementary/Secondary School",3
2021-03-07,"Education","Post-Secondary School",3
2021-03-07,"Education","Secondary School",11
2021-03-07,"Other/Unknown","Other",10
2021-03-07,"Other/Unknown","Unknown",9
2021-03-07,"Recreational","Bar/restaurant/nightclub",15
2021-03-07,"Recreational","Other recreation",16
2021-03-07,"Recreational","Personal service settings",3
2021-03-07,"Recreational","Recreational fitness",7
2021-03-07,"Workplace","Medical/Health Service",7
2021-03-07,"Workplace","Retail",13
2021-03-07,"Workplace","Farm",17
2021-03-07,"Workplace","Food Processing",6
2021-03-07,"Workplace","Workplace (Other)",100
2021-03-08,"Congregate Care","Hospitals",20
2021-03-08,"Congregate Care","Long-Term Care Homes",79
2021-03-08,"Congregate Care","Retirement Homes",59
2021-03-08,"Congregate Living","Congregate other",5
2021-03-08,"Congregate Living","Correctional Facility",11
2021-03-08,"Congregate Living","Group Home/Supportive Housing",39
2021-03-08,"Congregate Living","Shelter",32
2021-03-08,"Congregate Living","Short-term accommodations",2
2021-03-08,"Education","Child care",27
2021-03-08,"Education","Elementary School",62
2021-03-08,"Education","Elementary/Secondary School",3
2021-03-08,"Education","Post-Secondary School",2
2021-03-08,"Education","Secondary School",10
2021-03-08,"Other/Unknown","Other",10
2021-03-08,"Other/Unknown","Unknown",11
2021-03-08,"Recreational","Bar/restaurant/nightclub",15
2021-03-08,"Recreational","Other recreation",16
2021-03-08,"Recreational","Personal service settings",4
2021-03-08,"Recreational","Recreational fitness",7
2021-03-08,"Workplace","Medical/Health Service",7
2021-03-08,"Workplace","Retail",14
2021-03-08,"Workplace","Farm",18
2021-03-08,"Workplace","Food Processing",5
2021-03-08,"Workplace","Workplace (Other)",96
2021-03-09,"Congregate Care","Hospitals",22
2021-03-09,"Congregate Care","Long-Term Care Homes",75
2021-03-09,"Congregate Care","Retirement Homes",56
2021-03-09,"Congregate Living","Congregate other",4
2021-03-09,"Congregate Living","Correctional Facility",11
2021-03-09,"Congregate Living","Group Home/Supportive Housing",36
2021-03-09,"Congregate Living","Shelter",32
2021-03-09,"Congregate Living","Short-term accommodations",2
2021-03-09,"Education","Child care",28
2021-03-09,"Education","Elementary School",63
2021-03-09,"Education","Elementary/Secondary School",3
2021-03-09,"Education","Post-Secondary School",2
2021-03-09,"Education","Secondary School",11
2021-03-09,"Other/Unknown","Other",10
2021-03-09,"Other/Unknown","Unknown",10
2021-03-09,"Recreational","Bar/restaurant/nightclub",15
2021-03-09,"Recreational","Other recreation",16
2021-03-09,"Recreational","Personal service settings",4
2021-03-09,"Recreational","Recreational fitness",7
2021-03-09,"Workplace","Medical/Health Service",7
2021-03-09,"Workplace","Retail",15
2021-03-09,"Workplace","Farm",19
2021-03-09,"Workplace","Food Processing",5
2021-03-09,"Workplace","Workplace (Other)",92
2021-03-10,"Congregate Care","Hospitals",22
2021-03-10,"Congregate Care","Long-Term Care Homes",74
2021-03-10,"Congregate Care","Retirement Homes",55
2021-03-10,"Congregate Living","Congregate other",4
2021-03-10,"Congregate Living","Correctional Facility",11
2021-03-10,"Congregate Living","Group Home/Supportive Housing",33
2021-03-10,"Congregate Living","Shelter",32
2021-03-10,"Congregate Living","Short-term accommodations",3
2021-03-10,"Education","Child care",30
2021-03-10,"Education","Elementary School",68
2021-03-10,"Education","Elementary/Secondary School",3
2021-03-10,"Education","Post-Secondary School",2
2021-03-10,"Education","Secondary School",13
2021-03-10,"Other/Unknown","Other",11
2021-03-10,"Other/Unknown","Unknown",9
2021-03-10,"Recreational","Bar/restaurant/nightclub",16
2021-03-10,"Recreational","Other recreation",15
2021-03-10,"Recreational","Personal service settings",4
2021-03-10,"Recreational","Recreational fitness",7
2021-03-10,"Workplace","Medical/Health Service",4
2021-03-10,"Workplace","Retail",16
2021-03-10,"Workplace","Farm",17
2021-03-10,"Workplace","Food Processing",5
2021-03-10,"Workplace","Workplace (Other)",91
2021-03-11,"Congregate Care","Hospitals",20
2021-03-11,"Congregate Care","Long-Term Care Homes",75
2021-03-11,"Congregate Care","Retirement Homes",53
2021-03-11,"Congregate Living","Congregate other",6
2021-03-11,"Congregate Living","Correctional Facility",10
2021-03-11,"Congregate Living","Group Home/Supportive Housing",37
2021-03-11,"Congregate Living","Shelter",32
2021-03-11,"Congregate Living","Short-term accommodations",3
2021-03-11,"Education","Child care",35
2021-03-11,"Education","Elementary School",75
2021-03-11,"Education","Elementary/Secondary School",2
2021-03-11,"Education","Post-Secondary School",2
2021-03-11,"Education","Secondary School",13
2021-03-11,"Other/Unknown","Other",2
2021-03-11,"Other/Unknown","Unknown",5
2021-03-11,"Recreational","Bar/restaurant/nightclub",15
2021-03-11,"Recreational","Other recreation",14
2021-03-11,"Recreational","Personal service settings",4
2021-03-11,"Recreational","Recreational fitness",7
2021-03-11,"Workplace","Medical/Health Service",6
2021-03-11,"Workplace","Retail",17
2021-03-11,"Workplace","Farm",17
2021-03-11,"Workplace","Food Processing",8
2021-03-11,"Workplace","Workplace (Other)",92
2021-03-12,"Congregate Care","Hospitals",20
2021-03-12,"Congregate Care","Long-Term Care Homes",78
2021-03-12,"Congregate Care","Retirement Homes",51
2021-03-12,"Congregate Living","Congregate other",7
2021-03-12,"Congregate Living","Correctional Facility",10
2021-03-12,"Congregate Living","Group Home/Supportive Housing",36
2021-03-12,"Congregate Living","Shelter",34
2021-03-12,"Congregate Living","Short-term accommodations",3
2021-03-12,"Education","Child care",37
2021-03-12,"Education","Elementary School",75
2021-03-12,"Education","Elementary/Secondary School",1
2021-03-12,"Education","Post-Secondary School",2
2021-03-12,"Education","Secondary School",15
2021-03-12,"Other/Unknown","Other",2
2021-03-12,"Other/Unknown","Unknown",7
2021-03-12,"Recreational","Bar/restaurant/nightclub",12
2021-03-12,"Recreational","Other recreation",14
2021-03-12,"Recreational","Personal service settings",4
2021-03-12,"Recreational","Recreational fitness",7
2021-03-12,"Workplace","Medical/Health Service",5
2021-03-12,"Workplace","Retail",18
2021-03-12,"Workplace","Farm",18
2021-03-12,"Workplace","Food Processing",7
2021-03-12,"Workplace","Workplace (Other)",94
2021-03-13,"Congregate Care","Hospitals",22
2021-03-13,"Congregate Care","Long-Term Care Homes",78
2021-03-13,"Congregate Care","Retirement Homes",52
2021-03-13,"Congregate Living","Congregate other",10
2021-03-13,"Congregate Living","Correctional Facility",8
2021-03-13,"Congregate Living","Group Home/Supportive Housing",37
2021-03-13,"Congregate Living","Shelter",34
2021-03-13,"Congregate Living","Short-term accommodations",2
2021-03-13,"Education","Child care",38
2021-03-13,"Education","Elementary School",78
2021-03-13,"Education","Elementary/Secondary School",1
2021-03-13,"Education","Post-Secondary School",2
2021-03-13,"Education","Secondary School",15
2021-03-13,"Other/Unknown","Other",2
2021-03-13,"Other/Unknown","Unknown",8
2021-03-13,"Recreational","Bar/restaurant/nightclub",12
2021-03-13,"Recreational","Other recreation",14
2021-03-13,"Recreational","Personal service settings",4
2021-03-13,"Recreational","Recreational fitness",6
2021-03-13,"Workplace","Medical/Health Service",4
2021-03-13,"Workplace","Retail",18
2021-03-13,"Workplace","Farm",18
2021-03-13,"Workplace","Food Processing",8
2021-03-13,"Workplace","Workplace (Other)",99
2021-03-14,"Congregate Care","Hospitals",25
2021-03-14,"Congregate Care","Long-Term Care Homes",75
2021-03-14,"Congregate Care","Retirement Homes",53
2021-03-14,"Congregate Living","Congregate other",8
2021-03-14,"Congregate Living","Correctional Facility",8
2021-03-14,"Congregate Living","Group Home/Supportive Housing",36
2021-03-14,"Congregate Living","Shelter",32
2021-03-14,"Congregate Living","Short-term accommodations",4
2021-03-14,"Education","Child care",40
2021-03-14,"Education","Elementary School",77
2021-03-14,"Education","Elementary/Secondary School",1
2021-03-14,"Education","Post-Secondary School",3
2021-03-14,"Education","Secondary School",12
2021-03-14,"Other/Unknown","Other",4
2021-03-14,"Other/Unknown","Unknown",7
2021-03-14,"Recreational","Bar/restaurant/nightclub",11
2021-03-14,"Recreational","Other recreation",14
2021-03-14,"Recreational","Personal service settings",3
2021-03-14,"Recreational","Recreational fitness",6
2021-03-14,"Workplace","Medical/Health Service",5
2021-03-14,"Workplace","Retail",18
2021-03-14,"Workplace","Farm",19
2021-03-14,"Workplace","Food Processing",7
2021-03-14,"Workplace","Workplace (Other)",103
2021-03-15,"Congregate Care","Hospitals",29
2021-03-15,"Congregate Care","Long-Term Care Homes",74
2021-03-15,"Congregate Care","Retirement Homes",52
2021-03-15,"Congregate Living","Congregate other",9
2021-03-15,"Congregate Living","Correctional Facility",8
2021-03-15,"Congregate Living","Group Home/Supportive Housing",37
2021-03-15,"Congregate Living","Shelter",31
2021-03-15,"Congregate Living","Short-term accommodations",4
2021-03-15,"Education","Child care",39
2021-03-15,"Education","Elementary School",77
2021-03-15,"Education","Elementary/Secondary School",1
2021-03-15,"Education","Post-Secondary School",2
2021-03-15,"Education","Secondary School",13
2021-03-15,"Other/Unknown","Other",5
2021-03-15,"Other/Unknown","Unknown",7
2021-03-15,"Recreational","Bar/restaurant/nightclub",12
2021-03-15,"Recreational","Other recreation",14
2021-03-15,"Recreational","Personal service settings",3
2021-03-15,"Recreational","Recreational fitness",6
2021-03-15,"Workplace","Medical/Health Service",4
2021-03-15,"Workplace","Retail",20
2021-03-15,"Workplace","Farm",17
2021-03-15,"Workplace","Food Processing",5
2021-03-15,"Workplace","Workplace (Other)",97
2021-03-16,"Congregate Care","Hospitals",28
2021-03-16,"Congregate Care","Long-Term Care Homes",71
2021-03-16,"Congregate Care","Retirement Homes",50
2021-03-16,"Congregate Living","Congregate other",10
2021-03-16,"Congregate Living","Correctional Facility",9
2021-03-16,"Congregate Living","Group Home/Supportive Housing",35
2021-03-16,"Congregate Living","Shelter",28
2021-03-16,"Congregate Living","Short-term accommodations",3
2021-03-16,"Education","Child care",40
2021-03-16,"Education","Elementary School",83
2021-03-16,"Education","Elementary/Secondary School",1
2021-03-16,"Education","Post-Secondary School",2
2021-03-16,"Education","Secondary School",16
2021-03-16,"Other/Unknown","Other",5
2021-03-16,"Other/Unknown","Unknown",8
2021-03-16,"Recreational","Bar/restaurant/nightclub",12
2021-03-16,"Recreational","Other recreation",14
2021-03-16,"Recreational","Personal service settings",3
2021-03-16,"Recreational","Recreational fitness",6
2021-03-16,"Workplace","Medical/Health Service",4
2021-03-16,"Workplace","Retail",20
2021-03-16,"Workplace","Farm",16
2021-03-16,"Workplace","Food Processing",5
2021-03-16,"Workplace","Workplace (Other)",95
2021-03-17,"Congregate Care","Hospitals",29
2021-03-17,"Congregate Care","Long-Term Care Homes",69
2021-03-17,"Congregate Care","Retirement Homes",46
2021-03-17,"Congregate Living","Congregate other",10
2021-03-17,"Congregate Living","Correctional Facility",9
2021-03-17,"Congregate Living","Group Home/Supportive Housing",35
2021-03-17,"Congregate Living","Shelter",31
2021-03-17,"Congregate Living","Short-term accommodations",3
2021-03-17,"Education","Child care",41
2021-03-17,"Education","Elementary School",76
2021-03-17,"Education","Elementary/Secondary School",1
2021-03-17,"Education","Post-Secondary School",2
2021-03-17,"Education","Secondary School",14
2021-03-17,"Other/Unknown","Other",5
2021-03-17,"Other/Unknown","Unknown",8
2021-03-17,"Recreational","Bar/restaurant/nightclub",10
2021-03-17,"Recreational","Other recreation",14
2021-03-17,"Recreational","Personal service settings",3
2021-03-17,"Recreational","Recreational fitness",4
2021-03-17,"Workplace","Medical/Health Service",4
2021-03-17,"Workplace","Retail",22
2021-03-17,"Workplace","Farm",17
2021-03-17,"Workplace","Food Processing",5
2021-03-17,"Workplace","Workplace (Other)",98
2021-03-18,"Congregate Care","Hospitals",32
2021-03-18,"Congregate Care","Long-Term Care Homes",65
2021-03-18,"Congregate Care","Retirement Homes",40
2021-03-18,"Congregate Living","Congregate other",12
2021-03-18,"Congregate Living","Correctional Facility",9
2021-03-18,"Congregate Living","Group Home/Supportive Housing",31
2021-03-18,"Congregate Living","Shelter",31
2021-03-18,"Congregate Living","Short-term accommodations",3
2021-03-18,"Education","Child care",44
2021-03-18,"Education","Elementary School",84
2021-03-18,"Education","Elementary/Secondary School",1
2021-03-18,"Education","Post-Secondary School",3
2021-03-18,"Education","Secondary School",15
2021-03-18,"Other/Unknown","Other",2
2021-03-18,"Other/Unknown","Unknown",6
2021-03-18,"Recreational","Bar/restaurant/nightclub",10
2021-03-18,"Recreational","Other recreation",14
2021-03-18,"Recreational","Personal service settings",2
2021-03-18,"Recreational","Recreational fitness",5
2021-03-18,"Workplace","Medical/Health Service",8
2021-03-18,"Workplace","Retail",24
2021-03-18,"Workplace","Farm",17
2021-03-18,"Workplace","Food Processing",7
2021-03-18,"Workplace","Workplace (Other)",98
2021-03-19,"Congregate Care","Hospitals",32
2021-03-19,"Congregate Care","Long-Term Care Homes",62
2021-03-19,"Congregate Care","Retirement Homes",43
2021-03-19,"Congregate Living","Congregate other",14
2021-03-19,"Congregate Living","Correctional Facility",9
2021-03-19,"Congregate Living","Group Home/Supportive Housing",28
2021-03-19,"Congregate Living","Shelter",30
2021-03-19,"Congregate Living","Short-term accommodations",3
2021-03-19,"Education","Child care",43
2021-03-19,"Education","Elementary School",90
2021-03-19,"Education","Post-Secondary School",3
2021-03-19,"Education","Secondary School",16
2021-03-19,"Other/Unknown","Other",2
2021-03-19,"Other/Unknown","Unknown",6
2021-03-19,"Recreational","Bar/restaurant/nightclub",9
2021-03-19,"Recreational","Other recreation",14
2021-03-19,"Recreational","Personal service settings",1
2021-03-19,"Recreational","Recreational fitness",4
2021-03-19,"Workplace","Medical/Health Service",8
2021-03-19,"Workplace","Retail",25
2021-03-19,"Workplace","Farm",17
2021-03-19,"Workplace","Food Processing",6
2021-03-19,"Workplace","Workplace (Other)",100
2021-03-20,"Congregate Care","Hospitals",32
2021-03-20,"Congregate Care","Long-Term Care Homes",63
2021-03-20,"Congregate Care","Retirement Homes",40
2021-03-20,"Congregate Living","Congregate other",14
2021-03-20,"Congregate Living","Correctional Facility",9
2021-03-20,"Congregate Living","Group Home/Supportive Housing",29
2021-03-20,"Congregate Living","Shelter",32
2021-03-20,"Congregate Living","Short-term accommodations",3
2021-03-20,"Education","Child care",48
2021-03-20,"Education","Elementary School",97
2021-03-20,"Education","Post-Secondary School",4
2021-03-20,"Education","Secondary School",18
2021-03-20,"Other/Unknown","Other",2
2021-03-20,"Other/Unknown","Unknown",12
2021-03-20,"Recreational","Bar/restaurant/nightclub",8
2021-03-20,"Recreational","Other recreation",14
2021-03-20,"Recreational","Personal service settings",2
2021-03-20,"Recreational","Recreational fitness",4
2021-03-20,"Workplace","Medical/Health Service",7
2021-03-20,"Workplace","Retail",24
2021-03-20,"Workplace","Farm",17
2021-03-20,"Workplace","Food Processing",7
2021-03-20,"Workplace","Workplace (Other)",108
2021-03-21,"Congregate Care","Hospitals",34
2021-03-21,"Congregate Care","Long-Term Care Homes",65
2021-03-21,"Congregate Care","Retirement Homes",38
2021-03-21,"Congregate Living","Congregate other",13
2021-03-21,"Congregate Living","Correctional Facility",8
2021-03-21,"Congregate Living","Group Home/Supportive Housing",29
2021-03-21,"Congregate Living","Shelter",33
2021-03-21,"Congregate Living","Short-term accommodations",3
2021-03-21,"Education","Child care",47
2021-03-21,"Education","Elementary School",96
2021-03-21,"Education","Elementary/Secondary School",1
2021-03-21,"Education","Post-Secondary School",6
2021-03-21,"Education","Secondary School",18
2021-03-21,"Other/Unknown","Other",9
2021-03-21,"Other/Unknown","Unknown",13
2021-03-21,"Recreational","Bar/restaurant/nightclub",10
2021-03-21,"Recreational","Other recreation",13
2021-03-21,"Recreational","Personal service settings",2
2021-03-21,"Recreational","Recreational fitness",4
2021-03-21,"Workplace","Medical/Health Service",9
2021-03-21,"Workplace","Retail",21
2021-03-21,"Workplace","Farm",16
2021-03-21,"Workplace","Food Processing",7
2021-03-21,"Workplace","Workplace (Other)",110
2021-03-22,"Congregate Care","Hospitals",35
2021-03-22,"Congregate Care","Long-Term Care Homes",67
2021-03-22,"Congregate Care","Retirement Homes",39
2021-03-22,"Congregate Living","Congregate other",14
2021-03-22,"Congregate Living","Correctional Facility",8
2021-03-22,"Congregate Living","Group Home/Supportive Housing",29
2021-03-22,"Congregate Living","Shelter",30
2021-03-22,"Congregate Living","Short-term accommodations",3
2021-03-22,"Education","Child care",49
2021-03-22,"Education","Elementary School",95
2021-03-22,"Education","Elementary/Secondary School",1
2021-03-22,"Education","Post-Secondary School",6
2021-03-22,"Education","Secondary School",18
2021-03-22,"Other/Unknown","Other",13
2021-03-22,"Other/Unknown","Unknown",15
2021-03-22,"Recreational","Bar/restaurant/nightclub",11
2021-03-22,"Recreational","Other recreation",15
2021-03-22,"Recreational","Personal service settings",2
2021-03-22,"Recreational","Recreational fitness",4
2021-03-22,"Workplace","Medical/Health Service",9
2021-03-22,"Workplace","Retail",22
2021-03-22,"Workplace","Farm",16
2021-03-22,"Workplace","Food Processing",6
2021-03-22,"Workplace","Workplace (Other)",109
2021-03-23,"Congregate Care","Hospitals",35
2021-03-23,"Congregate Care","Long-Term Care Homes",64
2021-03-23,"Congregate Care","Retirement Homes",37
2021-03-23,"Congregate Living","Congregate other",14
2021-03-23,"Congregate Living","Correctional Facility",8
2021-03-23,"Congregate Living","Group Home/Supportive Housing",29
2021-03-23,"Congregate Living","Shelter",30
2021-03-23,"Congregate Living","Short-term accommodations",2
2021-03-23,"Education","Child care",46
2021-03-23,"Education","Elementary School",97
2021-03-23,"Education","Elementary/Secondary School",1
2021-03-23,"Education","Post-Secondary School",5
2021-03-23,"Education","Secondary School",18
2021-03-23,"Other/Unknown","Other",13
2021-03-23,"Other/Unknown","Unknown",16
2021-03-23,"Recreational","Bar/restaurant/nightclub",10
2021-03-23,"Recreational","Other recreation",15
2021-03-23,"Recreational","Personal service settings",1
2021-03-23,"Recreational","Recreational fitness",4
2021-03-23,"Workplace","Medical/Health Service",8
2021-03-23,"Workplace","Retail",23
2021-03-23,"Workplace","Farm",15
2021-03-23,"Workplace","Food Processing",5
2021-03-23,"Workplace","Workplace (Other)",112
2021-03-24,"Congregate Care","Hospitals",33
2021-03-24,"Congregate Care","Long-Term Care Homes",60
2021-03-24,"Congregate Care","Retirement Homes",40
2021-03-24,"Congregate Living","Congregate other",14
2021-03-24,"Congregate Living","Correctional Facility",8
2021-03-24,"Congregate Living","Group Home/Supportive Housing",30
2021-03-24,"Congregate Living","Shelter",30
2021-03-24,"Congregate Living","Short-term accommodations",2
2021-03-24,"Education","Child care",53
2021-03-24,"Education","Elementary School",101
2021-03-24,"Education","Elementary/Secondary School",1
2021-03-24,"Education","Post-Secondary School",5
2021-03-24,"Education","Secondary School",17
2021-03-24,"Other/Unknown","Other",13
2021-03-24,"Other/Unknown","Unknown",13
2021-03-24,"Recreational","Bar/restaurant/nightclub",13
2021-03-24,"Recreational","Other recreation",14
2021-03-24,"Recreational","Personal service settings",2
2021-03-24,"Recreational","Recreational fitness",5
2021-03-24,"Workplace","Medical/Health Service",7
2021-03-24,"Workplace","Retail",18
2021-03-24,"Workplace","Farm",14
2021-03-24,"Workplace","Food Processing",6
2021-03-24,"Workplace","Workplace (Other)",112
2021-03-25,"Congregate Care","Hospitals",34
2021-03-25,"Congregate Care","Long-Term Care Homes",59
2021-03-25,"Congregate Care","Retirement Homes",38
2021-03-25,"Congregate Living","Congregate other",14
2021-03-25,"Congregate Living","Correctional Facility",8
2021-03-25,"Congregate Living","Group Home/Supportive Housing",31
2021-03-25,"Congregate Living","Shelter",29
2021-03-25,"Congregate Living","Short-term accommodations",3
2021-03-25,"Education","Child care",53
2021-03-25,"Education","Elementary School",110
2021-03-25,"Education","Elementary/Secondary School",2
2021-03-25,"Education","Post-Secondary School",6
2021-03-25,"Education","Secondary School",21
2021-03-25,"Other/Unknown","Other",13
2021-03-25,"Other/Unknown","Unknown",14
2021-03-25,"Recreational","Bar/restaurant/nightclub",13
2021-03-25,"Recreational","Other recreation",13
2021-03-25,"Recreational","Personal service settings",3
2021-03-25,"Recreational","Recreational fitness",4
2021-03-25,"Workplace","Medical/Health Service",7
2021-03-25,"Workplace","Retail",16
2021-03-25,"Workplace","Farm",15
2021-03-25,"Workplace","Food Processing",7
2021-03-25,"Workplace","Workplace (Other)",108
2021-03-26,"Congregate Care","Hospitals",34
2021-03-26,"Congregate Care","Long-Term Care Homes",61
2021-03-26,"Congregate Care","Retirement Homes",38
2021-03-26,"Congregate Living","Congregate other",13
2021-03-26,"Congregate Living","Correctional Facility",5
2021-03-26,"Congregate Living","Group Home/Supportive Housing",30
2021-03-26,"Congregate Living","Shelter",29
2021-03-26,"Congregate Living","Short-term accommodations",3
2021-03-26,"Education","Child care",54
2021-03-26,"Education","Elementary School",119
2021-03-26,"Education","Elementary/Secondary School",2
2021-03-26,"Education","Post-Secondary School",6
2021-03-26,"Education","Secondary School",19
2021-03-26,"Other/Unknown","Other",12
2021-03-26,"Other/Unknown","Unknown",15
2021-03-26,"Recreational","Bar/restaurant/nightclub",13
2021-03-26,"Recreational","Other recreation",14
2021-03-26,"Recreational","Personal service settings",3
2021-03-26,"Recreational","Recreational fitness",4
2021-03-26,"Workplace","Medical/Health Service",7
2021-03-26,"Workplace","Retail",17
2021-03-26,"Workplace","Farm",14
2021-03-26,"Workplace","Food Processing",6
2021-03-26,"Workplace","Workplace (Other)",110
2021-03-27,"Congregate Care","Hospitals",35
2021-03-27,"Congregate Care","Long-Term Care Homes",59
2021-03-27,"Congregate Care","Retirement Homes",36
2021-03-27,"Congregate Living","Congregate other",13
2021-03-27,"Congregate Living","Correctional Facility",5
2021-03-27,"Congregate Living","Group Home/Supportive Housing",27
2021-03-27,"Congregate Living","Shelter",28
2021-03-27,"Congregate Living","Short-term accommodations",3
2021-03-27,"Education","Child care",60
2021-03-27,"Education","Elementary School",126
2021-03-27,"Education","Elementary/Secondary School",2
2021-03-27,"Education","Post-Secondary School",7
2021-03-27,"Education","Secondary School",20
2021-03-27,"Other/Unknown","Other",12
2021-03-27,"Other/Unknown","Unknown",4
2021-03-27,"Recreational","Bar/restaurant/nightclub",12
2021-03-27,"Recreational","Other recreation",21
2021-03-27,"Recreational","Personal service settings",3
2021-03-27,"Recreational","Recreational fitness",6
2021-03-27,"Workplace","Medical/Health Service",7
2021-03-27,"Workplace","Retail",18
2021-03-27,"Workplace","Farm",14
2021-03-27,"Workplace","Food Processing",7
2021-03-27,"Workplace","Workplace (Other)",118
2021-03-28,"Congregate Care","Hospitals",34
2021-03-28,"Congregate Care","Long-Term Care Homes",60
2021-03-28,"Congregate Care","Retirement Homes",38
2021-03-28,"Congregate Living","Congregate other",13
2021-03-28,"Congregate Living","Correctional Facility",5
2021-03-28,"Congregate Living","Group Home/Supportive Housing",26
2021-03-28,"Congregate Living","Shelter",28
2021-03-28,"Congregate Living","Short-term accommodations",3
2021-03-28,"Education","Child care",58
2021-03-28,"Education","Elementary School",127
2021-03-28,"Education","Elementary/Secondary School",3
2021-03-28,"Education","Post-Secondary School",7
2021-03-28,"Education","Secondary School",22
2021-03-28,"Other/Unknown","Other",12
2021-03-28,"Other/Unknown","Unknown",7
2021-03-28,"Recreational","Bar/restaurant/nightclub",12
2021-03-28,"Recreational","Other recreation",20
2021-03-28,"Recreational","Personal service settings",2
2021-03-28,"Recreational","Recreational fitness",6
2021-03-28,"Workplace","Medical/Health Service",7
2021-03-28,"Workplace","Retail",17
2021-03-28,"Workplace","Farm",14
2021-03-28,"Workplace","Food Processing",7
2021-03-28,"Workplace","Workplace (Other)",124
2021-03-29,"Congregate Care","Hospitals",33
2021-03-29,"Congregate Care","Long-Term Care Homes",60
2021-03-29,"Congregate Care","Retirement Homes",42
2021-03-29,"Congregate Living","Congregate other",13
2021-03-29,"Congregate Living","Correctional Facility",5
2021-03-29,"Congregate Living","Group Home/Supportive Housing",24
2021-03-29,"Congregate Living","Shelter",29
2021-03-29,"Congregate Living","Short-term accommodations",3
2021-03-29,"Education","Child care",60
2021-03-29,"Education","Elementary School",129
2021-03-29,"Education","Elementary/Secondary School",3
2021-03-29,"Education","Post-Secondary School",7
2021-03-29,"Education","Secondary School",20
2021-03-29,"Other/Unknown","Other",12
2021-03-29,"Other/Unknown","Unknown",7
2021-03-29,"Recreational","Bar/restaurant/nightclub",13
2021-03-29,"Recreational","Other recreation",20
2021-03-29,"Recreational","Personal service settings",2
2021-03-29,"Recreational","Recreational fitness",5
2021-03-29,"Workplace","Medical/Health Service",7
2021-03-29,"Workplace","Retail",18
2021-03-29,"Workplace","Farm",13
2021-03-29,"Workplace","Food Processing",7
2021-03-29,"Workplace","Workplace (Other)",121
2021-03-30,"Congregate Care","Hospitals",33
2021-03-30,"Congregate Care","Long-Term Care Homes",57
2021-03-30,"Congregate Care","Retirement Homes",43
2021-03-30,"Congregate Living","Congregate other",12
2021-03-30,"Congregate Living","Correctional Facility",5
2021-03-30,"Congregate Living","Group Home/Supportive Housing",29
2021-03-30,"Congregate Living","Shelter",28
2021-03-30,"Congregate Living","Short-term accommodations",2
2021-03-30,"Education","Child care",60
2021-03-30,"Education","Elementary School",134
2021-03-30,"Education","Elementary/Secondary School",2
2021-03-30,"Education","Post-Secondary School",6
2021-03-30,"Education","Secondary School",21
2021-03-30,"Other/Unknown","Other",2
2021-03-30,"Other/Unknown","Unknown",4
2021-03-30,"Recreational","Bar/restaurant/nightclub",13
2021-03-30,"Recreational","Other recreation",20
2021-03-30,"Recreational","Personal service settings",2
2021-03-30,"Recreational","Recreational fitness",5
2021-03-30,"Workplace","Medical/Health Service",10
2021-03-30,"Workplace","Retail",17
2021-03-30,"Workplace","Farm",16
2021-03-30,"Workplace","Food Processing",7
2021-03-30,"Workplace","Workplace (Other)",125
2021-03-31,"Congregate Care","Hospitals",33
2021-03-31,"Congregate Care","Long-Term Care Homes",56
2021-03-31,"Congregate Care","Retirement Homes",44
2021-03-31,"Congregate Living","Congregate other",11
2021-03-31,"Congregate Living","Correctional Facility",5
2021-03-31,"Congregate Living","Group Home/Supportive Housing",29
2021-03-31,"Congregate Living","Shelter",30
2021-03-31,"Congregate Living","Short-term accommodations",3
2021-03-31,"Education","Child care",63
2021-03-31,"Education","Elementary School",145
2021-03-31,"Education","Elementary/Secondary School",3
2021-03-31,"Education","Post-Secondary School",6
2021-03-31,"Education","Secondary School",22
2021-03-31,"Other/Unknown","Other",3
2021-03-31,"Other/Unknown","Unknown",3
2021-03-31,"Recreational","Bar/restaurant/nightclub",13
2021-03-31,"Recreational","Other recreation",20
2021-03-31,"Recreational","Personal service settings",3
2021-03-31,"Recreational","Recreational fitness",7
2021-03-31,"Workplace","Medical/Health Service",9
2021-03-31,"Workplace","Retail",21
2021-03-31,"Workplace","Farm",14
2021-03-31,"Workplace","Food Processing",9
2021-03-31,"Workplace","Workplace (Other)",126
